id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,cheri_expectation,rationale,sqlite_assessment,verification,source,notes
fossil:a4962df665084e42,2025,FTS5,use-after-free,,fuzzer-input,,a4962df665084e42,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a use - after - free case in fts5 provoked by fuzzdata8.db. Tcl test case pending,arena-inferred-from-file,https://sqlite.org/src/info/a4962df665084e42,Check-in date 2025-02-03; branch/tags: fuzz-data.
fossil:38bb8275005c3d29,2026,FTS3,integer-overflow,snippet(),,,38bb8275005c3d29,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,"Avoid an integer overflow in the string allocator for the snippet() function of FTS3/4, when SQLITE_MAX_LENGTH is unusually large. Bug 2026-07-03T18:34:04Z",arena-inferred-from-file,https://sqlite.org/src/info/38bb8275005c3d29,Check-in date 2026-07-03; branch/tags: branch-3.53.
fossil:ee110d5a4a6f2940,2011,core,uninitialized-read,memcpy(),,,ee110d5a4a6f2940,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an uninitialized variable and a misuse of memcpy(),arena-inferred-from-file,https://sqlite.org/src/info/ee110d5a4a6f2940,Check-in date 2011-09-22; branch/tags: stat3-trunk.
fossil:d87a2054774aa6ce,2024,parser,stack-overflow,,,,d87a2054774aa6ce,,UNKNOWN,UNKNOWN,,"Allocate new parser stack space from the heap if needed, eliminating the possibility of a ""parser stack overflow "" error as long as heap memory is available",unverified,https://sqlite.org/src/info/d87a2054774aa6ce,Check-in date 2024-01-27; branch/tags: trunk.
fossil:8519b4d0393ed17e,2024,recovery extension,uninitialized-read,,,,8519b4d0393ed17e,,UNKNOWN,UNKNOWN,,Fix a case where the recovery extension might write uninitialized data to the recovered database,unverified,https://sqlite.org/src/info/8519b4d0393ed17e,Check-in date 2024-05-02; branch/tags: trunk.
fossil:0a2eb949f8a759e5,2019,core,use-after-free,,fuzzer-input,,0a2eb949f8a759e5,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a potential use - after - free bug that follows an OOM error in code added two days ago by check-in [84e02d773d60cffe]. Problem discovered by OSSFuzz,arena-inferred-from-file,https://sqlite.org/src/info/0a2eb949f8a759e5,Check-in date 2019-11-01; branch/tags: trunk.
fossil:6d976f90dfe4886c,2022,core,uninitialized-read,,,,6d976f90dfe4886c,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Avoid a harmless uninitialized variable warning in PRAGMA incremental_vacuum,arena-inferred-from-file,https://sqlite.org/src/info/6d976f90dfe4886c,Check-in date 2022-04-01; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
fossil:3291b2a6fe6f38ae,2019,FTS5,use-after-free,,,,3291b2a6fe6f38ae,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Avoid use - after - free and double- free errors that could occur if an fts5 table is modified in certain ways while there are active cursors,arena-inferred-from-file,https://sqlite.org/src/info/3291b2a6fe6f38ae,Check-in date 2019-01-10; branch/tags: trunk.
fossil:33ad4f91477907b7,2013,STAT3/analyze,uninitialized-read,,,,33ad4f91477907b7,,UNKNOWN,UNKNOWN,,Fix a possible (and probably harmless) uninitialized variable in STAT3/4,unverified,https://sqlite.org/src/info/33ad4f91477907b7,Check-in date 2013-12-03; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
sqlite-testing.html-4.1.5-fuzzcheck,2015-2026,test harness,,fuzzcheck,replay of stored fuzzer cases from test/fuzzdata1.db .. fuzzdata8.db,"These ARE public and in the SQLite source tree - the closest thing to a downloadable OSS-Fuzz reproducer set for SQLite. Verbatim: 'Fuzzcheck only runs a few thousand interesting cases out of the billions of cases that the various fuzzers have examined over the years. Interesting cases are cases that exhibit previously unseen behavior. Actual bugs found by fuzzers are always included among the interesting test cases, but most of the cases run by fuzzcheck were never actual bugs.'",,,UNKNOWN,UNKNOWN,,,unverified,https://www.sqlite.org/testing.html,"AGGREGATE entry. Practical consequence for reproduction: for the majority of individual OSS-Fuzz/dbsqlfuzz SQLite bugs there is NO per-bug downloadable reproducer, but the union of all historical cases IS shippable and replayable with a single 'make test'. Many other reproducers are stated to live in TH3, which is proprietary and not obtainable."
fossil:fd4ec0cdbd84f333,2017,RTREE extension,uninitialized-read,,C-API-misuse,,fd4ec0cdbd84f333,,direct-malloc,CAUGHT-candidate,rtree allocates via sqlite3_malloc,Fix a potential use of an uninitialized pointer in RTree following an OOM error,arena-inferred-from-file,https://sqlite.org/src/info/fd4ec0cdbd84f333,Check-in date 2017-09-21; branch/tags: trunk.
fossil:641408a1395bfc91,2014,core,uninitialized-read,,C-API-misuse,,641408a1395bfc91,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Avoid a possible use of an uninitialized variable following an I/O or OOM error,arena-inferred-from-file,https://sqlite.org/src/info/641408a1395bfc91,Check-in date 2014-03-23; branch/tags: trunk.
fossil:4d8c3a2919dc942a,2026,session extension,heap-oob-read,sqlite3changegroup_add(),C-API-misuse,,4d8c3a2919dc942a,,direct-malloc,CAUGHT-candidate,session allocates via sqlite3_malloc,Avoid a potential 1 byte overread in sqlite3changegroup_add() when processing a corrupt changeset buffer,arena-inferred-from-file,https://sqlite.org/src/info/4d8c3a2919dc942a,Check-in date 2026-05-19; branch/tags: trunk.
changes:3.8.4.2-overread,2014,core (search of corrupt db),heap-oob-read,,corrupt-db-file,,,3.8.4.2 (2014-03-26),lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a potential buffer overread that could result when trying to search a corrupt database file.,arena-inferred-from-file,https://www.sqlite.org/changes.html,
fossil:dc2ac024d31a898b,2015,CLI shell,uninitialized-read,,,,dc2ac024d31a898b,,n/a,N/A-not-heap,not library heap memory,Fix uninitialized variable in the command line shell,arena-inferred-from-file,https://sqlite.org/src/info/dc2ac024d31a898b,Check-in date 2015-11-17; branch/tags: trunk.
fossil:e751c2ec786b5c1a,2021,FTS5,use-after-free,,,,e751c2ec786b5c1a,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a use - after - free error that could occur if an fts5 table is written while scanning it using an fts5vocab cursor,arena-inferred-from-file,https://sqlite.org/src/info/e751c2ec786b5c1a,Check-in date 2021-09-06; branch/tags: trunk.
fossil:d33b9eb2567561cc,2009,VDBE,uninitialized-read,sqite3VdbeRecordCompare(),C-API-misuse,,d33b9eb2567561cc,,UNKNOWN,UNKNOWN,,"Avoid calling sqite3VdbeRecordCompare() with uninitialized memory following an OOM. Doing so is harmless, but it worries valgrind",unverified,https://sqlite.org/src/info/d33b9eb2567561cc,Check-in date 2009-08-25; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
fossil:bcf87e4d1681d6c2,2005,core,heap-oob-read,,,,bcf87e4d1681d6c2,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an array index that is out of bounds . Ticket #1251. (CVS 2462),arena-inferred-from-file,https://sqlite.org/src/info/bcf87e4d1681d6c2,Check-in date 2005-05-19; branch/tags: trunk.
fossil:02ac2297abee6af6,2023,FTS3,heap-oob-read,,corrupt-db-file,,02ac2297abee6af6,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Avoid a buffer overread in fts3 that could occur when processing a corrupt record,arena-inferred-from-file,https://sqlite.org/src/info/02ac2297abee6af6,Check-in date 2023-03-18; branch/tags: trunk.
fossil:c422afb507dc8757,2019,core,use-after-free,realloc(),fuzzer-input,,c422afb507dc8757,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","Overnight, OSSFuzz helpfully pointed out a potential use - after - free bug in yesterdays changes, involving continued use of a pointer after the memory pointed to had been realloc()-ed. Thanks Google",arena-inferred-from-file,https://sqlite.org/src/info/c422afb507dc8757,Check-in date 2019-10-26; branch/tags: trunk ... Check-in.
fossil:39a72dbe53c94be6,2026,WAL,integer-overflow,,corrupt-db-file,,39a72dbe53c94be6,,UNKNOWN,UNKNOWN,,"Fix the VFSes so that there is no 32-bit integer overflow in the xShmMap method if the WAL file size exceeds about 25 terabytes, or if the header is corrupted to make SQLite think",unverified,https://sqlite.org/src/info/39a72dbe53c94be6,Check-in date 2026-05-21; branch/tags: branch ... Check-in.
fossil:fe098a93340b8dac,2021,FTS5,heap-oob-read,,corrupt-db-file,,fe098a93340b8dac,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,"Fix a buffer overread in fts5 that could occur when processing an ""ORDER BY rowid DESC"" query against corrupt database records",arena-inferred-from-file,https://sqlite.org/src/info/fe098a93340b8dac,Check-in date 2021-10-01; branch/tags: trunk.
fossil:1cf2136c39239a6f,2009,core,uninitialized-read,,,,1cf2136c39239a6f,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an uninitialized value read in sqlite3async.c,arena-inferred-from-file,https://sqlite.org/src/info/1cf2136c39239a6f,Check-in date 2009-12-02; branch/tags: trunk.
fossil:cb8b34fa1aa8bbe7,2023,core,heap-oob-read,,corrupt-db-file,,cb8b34fa1aa8bbe7,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a valgrind error and potential buffer overread when handling a corrupt database,arena-inferred-from-file,https://sqlite.org/src/info/cb8b34fa1aa8bbe7,Check-in date 2023-03-21; branch/tags: branch-3.41. Marked harmless/valgrind-level by the developers.
sqlite-checkin-5aeb5a2d29,2020,"core, OOM path",null-deref,,"corrupt-db-file + mutated SQL; dbsqlfuzz, SQLite's own libFuzzer-based structure-aware fuzzer that mutates the database file and the SQL text simultaneously","NO public download. dbsqlfuzz is PROPRIETARY and not distributed; its case ids are SHA-1-style hashes that only the SQLite developers can resolve to an input. Historical dbsqlfuzz cases are folded anonymously into test/fuzzdata*.db in the public SQLite tree and replayed by the 'fuzzcheck' utility on 'make test', but individual cases are not addressable by id. Where the check-in says 'Test case in TH3', the reproducer lives in the proprietary TH3 suite.",5aeb5a2d29,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",,arena-inferred-from-file,https://sqlite.org/src/timeline?s=dbsqlfuzz&n=500&y=ci (fetched; check-in comment quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/5aeb5a2d29,"SQLite check-in comment, verbatim: ""Fix a potential NULL pointer dereference following OOM. Problem discovered by dbsqlfuzz. Test case in TH3."" No dbsqlfuzz case id given in the comment."
fossil:707c0f6442e946f2,2026,core,uninitialized-read,,,,707c0f6442e946f2,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an uninitialized var use reported in forum post 88561a4a1e,arena-inferred-from-file,https://sqlite.org/src/info/707c0f6442e946f2,Check-in date 2026-01-04; branch/tags: trunk.
fossil:8124b2ceb7144715,2021,FTS3,use-after-free,optimize(),,,8124b2ceb7144715,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a use - after - free in fts3 that could follow an optimize() in the middle of a SELECT statement when the hash table is non-empty,arena-inferred-from-file,https://sqlite.org/src/info/8124b2ceb7144715,Check-in date 2021-10-12; branch/tags: trunk.
fossil:ac760db0727209db,2017,CLI shell,use-after-free,,,,ac760db0727209db,,n/a,N/A-not-heap,not library heap memory,"Fix a use - after - free problem in the shell tool code that could occur if an SQL statement were executed after an "".open"" command with invalid options",arena-inferred-from-file,https://sqlite.org/src/info/ac760db0727209db,Check-in date 2017-03-01; branch/tags: trunk.
fossil:724f2299f206cc9e,2025,core,integer-overflow,,,,724f2299f206cc9e,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","Fix an signed integer overflow problem that can occur when using an oversize value for the SQLITE_MAX_LENGTH compile-time option together with multi-gigabyte operands to the OP_Concat operator. (user: drh, tags",arena-inferred-from-file,https://sqlite.org/src/info/724f2299f206cc9e,Check-in date 2025-10-28; branch/tags: trunk.
fossil:4cbd50245440e714,2016,session extension,heap-oob-read,,,,4cbd50245440e714,,direct-malloc,CAUGHT-candidate,session allocates via sqlite3_malloc,Fix a mostly harmless buffer overread in the sessions module,arena-inferred-from-file,https://sqlite.org/src/info/4cbd50245440e714,Check-in date 2016-04-29; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
fossil:3d35fa0be8662132,2020,core,heap-oob-read,,fuzzer-input,,3d35fa0be8662132,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a buffer overread found by OSSFuzz that could occur if a WITHOUT ROWID table with many columns was NATURAL JOINed against itself,arena-inferred-from-file,https://sqlite.org/src/info/3d35fa0be8662132,Check-in date 2020-09-15; branch/tags: trunk.
sqlite-checkin-47d0b1c4cf,2022,core API result handling (vdbeapi.c),uninitialized-read,setResultStrOrError,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",47d0b1c4cf,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",SQLite assessment: 'harmless OSSFuzz/ASAN found problem'.,arena-inferred-from-file,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/47d0b1c4cf,"SQLite check-in comment, verbatim: ""In setResultStrOrError(), if the input string pointer is NULL and hence the value gets set to an SQL NULL, then the Mem.enc field is uninitialized. So do not read it. This is a harmless OSSFuzz/ASAN found problem."""
fossil:1389ec7bf6a7f684,2026,FTS3,heap-overflow-write,,,,1389ec7bf6a7f684,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix an integer overflow problem in fts3 that could lead to a buffer overwrite on platforms where size_t is 32-bits. Bug 2026-06-03T04:28:51Z,arena-inferred-from-file,https://sqlite.org/src/info/1389ec7bf6a7f684,Check-in date 2026-06-03; branch/tags: branch-3.53.
fossil:1594056aab068b9f,2021,test code,use-after-free,,,,1594056aab068b9f,,UNKNOWN,UNKNOWN,,Fix a use - after - free error in ioerr.test caused by an error in test code,unverified,https://sqlite.org/src/info/1594056aab068b9f,"Check-in date 2021-07-14; branch/tags: trunk. Affects test/tool code, not the library."
fossil:54aecd929867606d,2011,core,uninitialized-read,,,,54aecd929867606d,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an uninitialized variable in OR-clause processing,arena-inferred-from-file,https://sqlite.org/src/info/54aecd929867606d,Check-in date 2011-10-18; branch/tags: trunk.
fossil:642be27a38018649,2025,core,integer-overflow,,,,642be27a38018649,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing","Fix the same potential integer overflow problem that was just fixed in the 3.32 branch, but in the 3.39 branch this time. Also increase the patch level here in the 3.39 branch",arena-inferred-from-file,https://sqlite.org/src/info/642be27a38018649,Check-in date 2025-08-01; branch/tags: branch-3.32.
fossil:5bfb5967d70433bf,2013,core,use-after-free,free(),,,5bfb5967d70433bf,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix a double - free () call that can occur when SQLITE_ENABLE_TREE_EXPLAIN is defined,arena-inferred-from-file,https://sqlite.org/src/info/5bfb5967d70433bf,Check-in date 2013-01-23; branch/tags: trunk.
